ano;origem;destino;passageiros
2000;SÃO LUDGEROSC;XANXERÊSC;12
2000;SÃO MARTINHOSC;ARMAZÉMSC;3371
2000;SÃO MARTINHOSC;FLORIANÓPOLISSC;188
2000;SÃO MARTINHOSC;GRAVATALSC;615
2000;SÃO MARTINHOSC;PALHOÇASC;116
2000;SÃO MARTINHOSC;SANTO AMARO DA IMPERATRIZSC;43
2000;SÃO MARTINHOSC;SÃO BONIFÁCIOSC;1472
2000;SÃO MARTINHOSC;SÃO JOSÉSC;19
2000;SÃO MARTINHOSC;TUBARÃOSC;3423
2000;SÃO MARTINHOSC;ÁGUAS MORNASSC;37
2000;SÃO MIGUEL DA BOA VISTASC;ANCHIETASC;88
2000;SÃO MIGUEL DA BOA VISTASC;IRACEMINHASC;62
2000;SÃO MIGUEL DA BOA VISTASC;MARAVILHASC;106
2000;SÃO MIGUEL DA BOA VISTASC;ROMELÂNDIASC;50
2000;SÃO MIGUEL DO OESTESC;ANCHIETASC;10674
2000;SÃO MIGUEL DO OESTESC;BALNEÁRIO CAMBORIÚSC;1501
2000;SÃO MIGUEL DO OESTESC;BANDEIRANTESC;10449
2000;SÃO MIGUEL DO OESTESC;BARRA BONITASC;6358
2000;SÃO MIGUEL DO OESTESC;BELMONTESC;1961
2000;SÃO MIGUEL DO OESTESC;BLUMENAUSC;1618
2000;SÃO MIGUEL DO OESTESC;BOM JARDIM DA SERRASC;6
2000;SÃO MIGUEL DO OESTESC;BRAÇO DO NORTESC;39
2000;SÃO MIGUEL DO OESTESC;CAIBISC;490
2000;SÃO MIGUEL DO OESTESC;CAMPO ALEGRESC;4
2000;SÃO MIGUEL DO OESTESC;CAMPO ERÊSC;973
2000;SÃO MIGUEL DO OESTESC;CAMPOS NOVOSSC;275
2000;SÃO MIGUEL DO OESTESC;CAÇADORSC;135
2000;SÃO MIGUEL DO OESTESC;CHAPECÓSC;7764
2000;SÃO MIGUEL DO OESTESC;CRICIÚMASC;204
2000;SÃO MIGUEL DO OESTESC;CURITIBANOSSC;150
2000;SÃO MIGUEL DO OESTESC;DESCANSOSC;87431
2000;SÃO MIGUEL DO OESTESC;DIONÍSIO CERQUEIRASC;11581
2000;SÃO MIGUEL DO OESTESC;FLORIANÓPOLISSC;8297
2000;SÃO MIGUEL DO OESTESC;GASPARSC;42
2000;SÃO MIGUEL DO OESTESC;GUARACIABASC;65928
2000;SÃO MIGUEL DO OESTESC;GUARUJÁ DO SULSC;8272
2000;SÃO MIGUEL DO OESTESC;GUATAMBÚSC;2
2000;SÃO MIGUEL DO OESTESC;IPORÃ DO OESTESC;19866
2000;SÃO MIGUEL DO OESTESC;IRACEMINHASC;530
2000;SÃO MIGUEL DO OESTESC;ITAJAÍSC;929
2000;SÃO MIGUEL DO OESTESC;ITAPEMASC;77
2000;SÃO MIGUEL DO OESTESC;ITAPIRANGASC;20781
2000;SÃO MIGUEL DO OESTESC;JOAÇABASC;1605
2000;SÃO MIGUEL DO OESTESC;JOINVILLESC;89
2000;SÃO MIGUEL DO OESTESC;LAGESSC;70
2000;SÃO MIGUEL DO OESTESC;LAURO MULLERSC;18
2000;SÃO MIGUEL DO OESTESC;LEBON RÉGISSC;12
2000;SÃO MIGUEL DO OESTESC;MAFRASC;33
2000;SÃO MIGUEL DO OESTESC;MARAVILHASC;34114
2000;SÃO MIGUEL DO OESTESC;MONDAÍSC;5294
2000;SÃO MIGUEL DO OESTESC;MONTE CASTELOSC;6
2000;SÃO MIGUEL DO OESTESC;NOVA ERECHIMSC;345
2000;SÃO MIGUEL DO OESTESC;ORLEANSSC;16
2000;SÃO MIGUEL DO OESTESC;PALMA SOLASC;1708
2000;SÃO MIGUEL DO OESTESC;PALMITOSSC;632
2000;SÃO MIGUEL DO OESTESC;PAPANDUVASC;10
2000;SÃO MIGUEL DO OESTESC;PARAÍSOSC;6891
2000;SÃO MIGUEL DO OESTESC;PINHALZINHOSC;3474
2000;SÃO MIGUEL DO OESTESC;PLANALTO ALEGRESC;25
2000;SÃO MIGUEL DO OESTESC;PONTE SERRADASC;159
2000;SÃO MIGUEL DO OESTESC;RIO DAS ANTASSC;475
2000;SÃO MIGUEL DO OESTESC;RIO DO SULSC;267
2000;SÃO MIGUEL DO OESTESC;RIO NEGRINHOSC;20
2000;SÃO MIGUEL DO OESTESC;RIQUEZASC;920
2000;SÃO MIGUEL DO OESTESC;ROMELÂNDIASC;11840
2000;SÃO MIGUEL DO OESTESC;SANTA CECÍLIASC;9
2000;SÃO MIGUEL DO OESTESC;SANTA HELENASC;1316
2000;SÃO MIGUEL DO OESTESC;SAUDADESSC;7
2000;SÃO MIGUEL DO OESTESC;SÃO BENTO DO SULSC;24
2000;SÃO MIGUEL DO OESTESC;SÃO CARLOSSC;321
2000;SÃO MIGUEL DO OESTESC;SÃO JOAQUIMSC;22
2000;SÃO MIGUEL DO OESTESC;SÃO JOSÉ DO CEDROSC;23700
2000;SÃO MIGUEL DO OESTESC;SÃO LOURENÇO DO OESTESC;574
2000;SÃO MIGUEL DO OESTESC;SÃO LUDGEROSC;9
2000;SÃO MIGUEL DO OESTESC;TANGARÁSC;71
2000;SÃO MIGUEL DO OESTESC;TUBARÃOSC;232
2000;SÃO MIGUEL DO OESTESC;TUNÁPOLISSC;519
2000;SÃO MIGUEL DO OESTESC;VIDEIRASC;161
2000;SÃO MIGUEL DO OESTESC;XANXERÊSC;1580
2000;SÃO MIGUEL DO OESTESC;XAXIMSC;2113
2000;SÃO MIGUEL DO OESTESC;ÁGUAS DE CHAPECÓSC;116
2000;SÃO PEDRO DE ALCÂNTARASC;ANGELINASC;4120
2000;SÃO PEDRO DE ALCÂNTARASC;FLORIANÓPOLISSC;44480
2000;SÃO PEDRO DE ALCÂNTARASC;SÃO JOSÉSC;90993
2000;TAIÓSC;AGRONÔMICASC;1754
2000;TAIÓSC;ALFREDO WAGNERSC;231
2000;TAIÓSC;ANITÁPOLISSC;34
2000;TAIÓSC;APIÚNASC;41
2000;TAIÓSC;ASCURRASC;70
2000;TAIÓSC;BALNEÁRIO CAMBORIÚSC;655
2000;TAIÓSC;BENEDITO NOVOSC;424
2000;TAIÓSC;BLUMENAUSC;1390
2000;TAIÓSC;BRUSQUESC;1
2000;TAIÓSC;CANOINHASSC;9
2000;TAIÓSC;DOUTOR PEDRINHOSC;48
2000;TAIÓSC;FLORIANÓPOLISSC;27
2000;TAIÓSC;GASPARSC;1
2000;TAIÓSC;INDAIALSC;130
2000;TAIÓSC;ITAIÓPOLISSC;30738
2000;TAIÓSC;ITAJAÍSC;559
2000;TAIÓSC;ITUPORANGASC;262
2000;TAIÓSC;MAFRASC;1048
2000;TAIÓSC;MIRIM DOCESC;23721
2000;TAIÓSC;POUSO REDONDOSC;37536
2000;TAIÓSC;RANCHO QUEIMADOSC;247
2000;TAIÓSC;RIO DO CAMPOSC;22322
2000;TAIÓSC;RIO DO SULSC;52234
2000;TAIÓSC;RODEIOSC;53
2000;TAIÓSC;SANTA CECÍLIASC;280
2000;TAIÓSC;SANTO AMARO DA IMPERATRIZSC;207
2000;TAIÓSC;TIJUCASSC;36
2000;TAIÓSC;TIMBÓSC;58
2000;TAIÓSC;TROMBUDO CENTRALSC;4340
2000;TANGARÁSC;CAMPO ALEGRESC;13
2000;TANGARÁSC;CAMPOS NOVOSSC;1853
2000;TANGARÁSC;CAPINZALSC;219
2000;TANGARÁSC;CATANDUVASSC;73
2000;TANGARÁSC;CAÇADORSC;1374
2000;TANGARÁSC;CHAPECÓSC;192
2000;TANGARÁSC;CONCÓRDIASC;319
2000;TANGARÁSC;ERVAL VELHOSC;1182
2000;TANGARÁSC;IBIAMSC;4943
2000;TANGARÁSC;IBICARÉSC;5410
2000;TANGARÁSC;IPIRASC;5
2000;TANGARÁSC;JABORÁSC;34
2000;TANGARÁSC;JOAÇABASC;6520
2000;TANGARÁSC;JOINVILLESC;40
2000;TANGARÁSC;LACERDÓPOLISSC;28
2000;TANGARÁSC;LAGESSC;22
2000;TANGARÁSC;LEBON RÉGISSC;17
2000;TANGARÁSC;LUZERNASC;1260
2000;TANGARÁSC;MAFRASC;7
2000;TANGARÁSC;MARAVILHASC;38
2000;TANGARÁSC;MONTE CASTELOSC;4
2000;TANGARÁSC;OUROSC;8
2000;TANGARÁSC;PAPANDUVASC;4
2000;TANGARÁSC;PINHALZINHOSC;29
2000;TANGARÁSC;PINHEIRO PRETOSC;17070
2000;TANGARÁSC;PIRATUBASC;39
2000;TANGARÁSC;PONTE SERRADASC;87
2000;TANGARÁSC;PORTO UNIÃOSC;6
2000;TANGARÁSC;RIO DAS ANTASSC;208
2000;TANGARÁSC;RIO NEGRINHOSC;4
2000;TANGARÁSC;SANTA CECÍLIASC;63
2000;TANGARÁSC;SÃO BENTO DO SULSC;22
2000;TANGARÁSC;SÃO MIGUEL DO OESTESC;71
2000;TANGARÁSC;VIDEIRASC;33247
2000;TANGARÁSC;XANXERÊSC;99
2000;TANGARÁSC;XAXIMSC;37
2000;TIJUCASSC;APIÚNASC;21
2000;TIJUCASSC;ARAQUARISC;1
2000;TIJUCASSC;ASCURRASC;73
2000;TIJUCASSC;BALNEÁRIO CAMBORIÚSC;10440
2000;TIJUCASSC;BALNEÁRIO PIÇARRASSC;56
2000;TIJUCASSC;BARRA VELHASC;33
2000;TIJUCASSC;BENEDITO NOVOSC;67
2000;TIJUCASSC;BIGUAÇUSC;67322
2000;TIJUCASSC;BLUMENAUSC;3261
2000;TIJUCASSC;BOMBINHASSC;1086
2000;TIJUCASSC;BRUSQUESC;6973
2000;TIJUCASSC;CAMBORIÚSC;76
2000;TIJUCASSC;CAMPO ALEGRESC;9
2000;TIJUCASSC;CANELINHASC;73501
2000;TIJUCASSC;CANOINHASSC;137
2000;TIJUCASSC;CAÇADORSC;259
2000;TIJUCASSC;CURITIBANOSSC;147
2000;TIJUCASSC;DOUTOR PEDRINHOSC;9
2000;TIJUCASSC;FLORIANÓPOLISSC;71202
2000;TIJUCASSC;FRAIBURGOSC;26
2000;TIJUCASSC;GASPARSC;1130
2000;TIJUCASSC;IBIRAMASC;112
2000;TIJUCASSC;ILHOTASC;211
2000;TIJUCASSC;IMBUIASC;25
2000;TIJUCASSC;INDAIALSC;331
2000;TIJUCASSC;ITAJAÍSC;8796
2000;TIJUCASSC;ITAPEMASC;21585
2000;TIJUCASSC;ITUPORANGASC;48
2000;TIJUCASSC;JARAGUÁ DO SULSC;73
2000;TIJUCASSC;JOINVILLESC;608
2000;TIJUCASSC;LAGESSC;290
2000;TIJUCASSC;LAURENTINOSC;42
2000;TIJUCASSC;LEBON RÉGISSC;51
2000;TIJUCASSC;LUIZ ALVESSC;116
2000;TIJUCASSC;MAJOR GERCINOSC;722
2000;TIJUCASSC;NAVEGANTESSC;2029
2000;TIJUCASSC;NOVA TRENTOSC;10199
2000;TIJUCASSC;POMERODESC;29
2000;TIJUCASSC;PORTO BELOSC;79189
2000;TIJUCASSC;PORTO UNIÃOSC;111
2000;TIJUCASSC;PRESIDENTE NEREUSC;28
2000;TIJUCASSC;RIO DO OESTESC;812
2000;TIJUCASSC;RIO DO SULSC;298
2000;TIJUCASSC;SANTA CECÍLIASC;42
2000;TIJUCASSC;SÃO FRANCISCO DO SULSC;25
2000;TIJUCASSC;SÃO JOÃO BATISTASC;52230
2000;TIJUCASSC;TAIÓSC;36
2000;TIJUCASSC;TIMBÓSC;253
2000;TIJUCASSC;VIDEIRASC;82
2000;TIMBÉ DO SULSC;ARARANGUÁSC;7407
2000;TIMBÉ DO SULSC;ERMOSC;285
2000;TIMBÉ DO SULSC;TURVOSC;10646
2000;TIMBÓ GRANDESC;CANOINHASSC;7203
2000;TIMBÓ GRANDESC;SANTA CECÍLIASC;3171
2000;TIMBÓSC;APIÚNASC;1404
2000;TIMBÓSC;ASCURRASC;9231
2000;TIMBÓSC;BALNEÁRIO CAMBORIÚSC;847
2000;TIMBÓSC;BALNEÁRIO PIÇARRASSC;203
2000;TIMBÓSC;BENEDITO NOVOSC;51138
2000;TIMBÓSC;BLUMENAUSC;34471
2000;TIMBÓSC;BRUSQUESC;598
2000;TIMBÓSC;CANELINHASC;8
2000;TIMBÓSC;CANOINHASSC;74
2000;TIMBÓSC;CORUPÁSC;23
2000;TIMBÓSC;DOUTOR PEDRINHOSC;3106
2000;TIMBÓSC;FLORIANÓPOLISSC;674
2000;TIMBÓSC;GASPARSC;556
2000;TIMBÓSC;GUARAMIRIMSC;173
2000;TIMBÓSC;IBIRAMASC;126
2000;TIMBÓSC;INDAIALSC;68143
2000;TIMBÓSC;ITAIÓPOLISSC;1850
2000;TIMBÓSC;JARAGUÁ DO SULSC;299
2000;TIMBÓSC;JOINVILLESC;232
2000;TIMBÓSC;LONTRASSC;137
2000;TIMBÓSC;MAFRASC;217
2000;TIMBÓSC;MASSARANDUBASC;84
2000;TIMBÓSC;NAVEGANTESSC;787
2000;TIMBÓSC;NOVA TRENTOSC;73
2000;TIMBÓSC;PENHASC;1467
2000;TIMBÓSC;POMERODESC;2553
2000;TIMBÓSC;POUSO REDONDOSC;77
2000;TIMBÓSC;PRESIDENTE GETÚLIOSC;95
2000;TIMBÓSC;RIO DO SULSC;68
2000;TIMBÓSC;RIO DOS CEDROSSC;218
2000;TIMBÓSC;RODEIOSC;27595
2000;TIMBÓSC;SÃO BENTO DO SULSC;19
2000;TIMBÓSC;SÃO BONIFÁCIOSC;20
2000;TIMBÓSC;SÃO JOÃO BATISTASC;17
2000;TIMBÓSC;TAIÓSC;58
2000;TIMBÓSC;TIJUCASSC;253
2000;TIMBÓSC;TROMBUDO CENTRALSC;215
2000;TREVISOSC;CRICIÚMASC;1425
2000;TREVISOSC;LAURO MULLERSC;542
2000;TREVISOSC;SIDERÓPOLISSC;1107
2000;TREZE DE MAIOSC;CRICIÚMASC;275
2000;TREZE DE MAIOSC;JAGUARUNASC;1757
2000;TREZE DE MAIOSC;MORRO DA FUMAÇASC;3467
2000;TREZE DE MAIOSC;TUBARÃOSC;22015
2000;TREZE TÍLIASSC;FRAIBURGOSC;26
2000;TREZE TÍLIASSC;IBICARÉSC;8253
2000;TREZE TÍLIASSC;IOMERÊSC;1305
2000;TREZE TÍLIASSC;JOAÇABASC;13518
2000;TREZE TÍLIASSC;LUZERNASC;2683
2000;TREZE TÍLIASSC;SALTO VELOSOSC;3844
2000;TREZE TÍLIASSC;VIDEIRASC;3939
2000;TREZE TÍLIASSC;XANXERÊSC;372
2000;TREZE TÍLIASSC;ÁGUA DOCESC;744
2000;TROMBUDO CENTRALSC;AGROLÂNDIASC;15940
2000;TROMBUDO CENTRALSC;AGRONÔMICASC;13146
2000;TROMBUDO CENTRALSC;APIÚNASC;624
2000;TROMBUDO CENTRALSC;ASCURRASC;317
2000;TROMBUDO CENTRALSC;ATALANTASC;2012
2000;TROMBUDO CENTRALSC;BALNEÁRIO CAMBORIÚSC;150
2000;TROMBUDO CENTRALSC;BLUMENAUSC;479
2000;TROMBUDO CENTRALSC;BRAÇO DO TROMBUDOSC;24502
2000;TROMBUDO CENTRALSC;CORREIA PINTOSC;161
2000;TROMBUDO CENTRALSC;CURITIBANOSSC;1396
2000;TROMBUDO CENTRALSC;FLORIANÓPOLISSC;121
2000;TROMBUDO CENTRALSC;INDAIALSC;1515
2000;TROMBUDO CENTRALSC;ITAIÓPOLISSC;73
2000;TROMBUDO CENTRALSC;ITAJAÍSC;113
2000;TROMBUDO CENTRALSC;LAGESSC;263
2000;TROMBUDO CENTRALSC;LONTRASSC;506
2000;TROMBUDO CENTRALSC;OTACÍLIO COSTASC;655
2000;TROMBUDO CENTRALSC;PALMEIRASC;11
2000;TROMBUDO CENTRALSC;PONTE ALTASC;448
2000;TROMBUDO CENTRALSC;POUSO REDONDOSC;24750
2000;TROMBUDO CENTRALSC;RIO DO CAMPOSC;358
2000;TROMBUDO CENTRALSC;RIO DO SULSC;103610
2000;TROMBUDO CENTRALSC;RODEIOSC;460
2000;TROMBUDO CENTRALSC;SÃO CRISTOVÃO DO SULSC;86
2000;TROMBUDO CENTRALSC;TAIÓSC;4340
2000;TROMBUDO CENTRALSC;TIMBÓSC;215
2000;TRÊS BARRASSC;CANOINHASSC;469807
2000;TRÊS BARRASSC;IRINEÓPOLISSC;5
2000;TRÊS BARRASSC;MAFRASC;4453
2000;TRÊS BARRASSC;PORTO UNIÃOSC;31
2000;TUBARÃOSC;ARARANGUÁSC;10138
2000;TUBARÃOSC;ARMAZÉMSC;16353
2000;TUBARÃOSC;BALNEÁRIO CAMBORIÚSC;5470
2000;TUBARÃOSC;BARRA VELHASC;64
2000;TUBARÃOSC;BLUMENAUSC;4706
2000;TUBARÃOSC;BOM JARDIM DA SERRASC;252
2000;TUBARÃOSC;BOMBINHASSC;3646
2000;TUBARÃOSC;BRAÇO DO NORTESC;59332
2000;TUBARÃOSC;CAMPOS NOVOSSC;226
2000;TUBARÃOSC;CAPIVARI DE BAIXOSC;525720
2000;TUBARÃOSC;CHAPECÓSC;396
2000;TUBARÃOSC;CRICIÚMASC;83315
2000;TUBARÃOSC;CURITIBANOSSC;461
2000;TUBARÃOSC;FLORIANÓPOLISSC;115352
2000;TUBARÃOSC;GAROPABASC;26129
2000;TUBARÃOSC;GRAVATALSC;211360
2000;TUBARÃOSC;IMARUÍSC;7645
2000;TUBARÃOSC;IMBITUBASC;49275
2000;TUBARÃOSC;ITAJAÍSC;3774
2000;TUBARÃOSC;ITAPEMASC;579
2000;TUBARÃOSC;IÇARASC;12333
2000;TUBARÃOSC;JAGUARUNASC;119799
2000;TUBARÃOSC;JARAGUÁ DO SULSC;932
2000;TUBARÃOSC;JOAÇABASC;500
2000;TUBARÃOSC;JOINVILLESC;15581
2000;TUBARÃOSC;LAGESSC;2197
2000;TUBARÃOSC;LAGUNASC;282871
2000;TUBARÃOSC;LAURO MULLERSC;9069
2000;TUBARÃOSC;MARAVILHASC;81
2000;TUBARÃOSC;MORRO DA FUMAÇASC;14481
2000;TUBARÃOSC;ORLEANSSC;10240
2000;TUBARÃOSC;PAINELSC;17
2000;TUBARÃOSC;PALHOÇASC;526
2000;TUBARÃOSC;PAULO LOPESSC;312
2000;TUBARÃOSC;PEDRAS GRANDESSC;52076
2000;TUBARÃOSC;PESCARIA BRAVASC;2999
2000;TUBARÃOSC;PINHALZINHOSC;43
2000;TUBARÃOSC;POMERODESC;73
2000;TUBARÃOSC;PONTE ALTASC;2042
2000;TUBARÃOSC;PONTE SERRADASC;28
2000;TUBARÃOSC;PORTO BELOSC;321
2000;TUBARÃOSC;SÃO BONIFÁCIOSC;468
2000;TUBARÃOSC;SÃO JOAQUIMSC;785
2000;TUBARÃOSC;SÃO LUDGEROSC;16686
2000;TUBARÃOSC;SÃO MARTINHOSC;3423
2000;TUBARÃOSC;SÃO MIGUEL DO OESTESC;232
2000;TUBARÃOSC;TREZE DE MAIOSC;22015
2000;TUBARÃOSC;URUSSANGASC;5471
2000;TUBARÃOSC;XANXERÊSC;157
2000;TUBARÃOSC;XAXIMSC;58
2000;TUNÁPOLISSC;BELMONTESC;314
2000;TUNÁPOLISSC;DESCANSOSC;1457
2000;TUNÁPOLISSC;DIONÍSIO CERQUEIRASC;128
2000;TUNÁPOLISSC;ITAPIRANGASC;5173
2000;TUNÁPOLISSC;SANTA HELENASC;1025
2000;TUNÁPOLISSC;SÃO MIGUEL DO OESTESC;519
2000;TURVOSC;ARARANGUÁSC;16132
2000;TURVOSC;CRICIÚMASC;6163
2000;TURVOSC;ERMOSC;4955
2000;TURVOSC;FORQUILHINHASC;1563
2000;TURVOSC;JACINTO MACHADOSC;5395
2000;TURVOSC;MELEIROSC;2630
2000;TURVOSC;TIMBÉ DO SULSC;10646
2000;URUBICISC;ALFREDO WAGNERSC;7839
2000;URUBICISC;BOCAINA DO SULSC;565
2000;URUBICISC;BOM RETIROSC;5376
2000;URUBICISC;FLORIANÓPOLISSC;4712
2000;URUBICISC;LAGESSC;2493
2000;URUBICISC;PALHOÇASC;2510
2000;URUBICISC;RANCHO QUEIMADOSC;197
2000;URUBICISC;SANTO AMARO DA IMPERATRIZSC;276
2000;URUBICISC;SÃO CARLOSSC;1926
2000;URUBICISC;SÃO JOAQUIMSC;10810
2000;URUBICISC;SÃO JOSÉSC;453
2000;URUBICISC;URUPEMASC;2918
2000;URUBICISC;ÁGUAS MORNASSC;59
2000;URUPEMASC;LAGESSC;9905
2000;URUPEMASC;PAINELSC;2962
2000;URUPEMASC;URUBICISC;2918
2000;URUSSANGASC;ARARANGUÁSC;469
2000;URUSSANGASC;BOM JARDIM DA SERRASC;461
2000;URUSSANGASC;BRAÇO DO NORTESC;3734
2000;URUSSANGASC;CAMBORIÚSC;11
2000;URUSSANGASC;CRICIÚMASC;588647
2000;URUSSANGASC;FLORIANÓPOLISSC;2176
2000;URUSSANGASC;GRÃO PARÁSC;846
2000;URUSSANGASC;IMBITUBASC;37
2000;URUSSANGASC;JAGUARUNASC;885
2000;URUSSANGASC;LAGESSC;1265
2000;URUSSANGASC;LAGUNASC;378
2000;URUSSANGASC;LAURO MULLERSC;26671
2000;URUSSANGASC;MARACAJÁSC;2
2000;URUSSANGASC;MORRO DA FUMAÇASC;10259
2000;URUSSANGASC;ORLEANSSC;14781
2000;URUSSANGASC;PAINELSC;288
2000;URUSSANGASC;PALHOÇASC;28
2000;URUSSANGASC;PAULO LOPESSC;12
2000;URUSSANGASC;PEDRAS GRANDESSC;5338
2000;URUSSANGASC;SANTA ROSA DO SULSC;725
2000;URUSSANGASC;SIDERÓPOLISSC;120
2000;URUSSANGASC;SOMBRIOSC;307
2000;URUSSANGASC;SÃO JOAQUIMSC;1556
2000;URUSSANGASC;SÃO JOÃO DO SULSC;406
2000;URUSSANGASC;SÃO LUDGEROSC;2380
2000;URUSSANGASC;TUBARÃOSC;5471
2000;VARGEM BONITASC;CAMPOS NOVOSSC;160
2000;VARGEM BONITASC;CATANDUVASSC;7723
2000;VARGEM BONITASC;CHAPECÓSC;544
2000;VARGEM BONITASC;CORDILHEIRA ALTASC;126
2000;VARGEM BONITASC;CORREIA PINTOSC;13
2000;VARGEM BONITASC;CURITIBANOSSC;30
2000;VARGEM BONITASC;ERVAL VELHOSC;27
2000;VARGEM BONITASC;FAXINAL DOS GUEDESSC;753
2000;VARGEM BONITASC;IÇARASC;18
2000;VARGEM BONITASC;JOAÇABASC;4356
2000;VARGEM BONITASC;LAGESSC;33
2000;VARGEM BONITASC;PONTE ALTASC;3
2000;VARGEM BONITASC;PONTE SERRADASC;11903
2000;VARGEM BONITASC;SÃO CRISTOVÃO DO SULSC;1
2000;VARGEM BONITASC;VARGEÃOSC;349
2000;VARGEM BONITASC;XANXERÊSC;1641
2000;VARGEM BONITASC;XAXIMSC;83
2000;VARGEMSC;CAMPOS NOVOSSC;10243
2000;VARGEMSC;LAGESSC;123
2000;VARGEMSC;SÃO JOSÉ DO CERRITOSC;229
2000;VARGEÃOSC;ARABUTÃSC;15
2000;VARGEÃOSC;CAMPOS NOVOSSC;24
2000;VARGEÃOSC;CATANDUVASSC;365
2000;VARGEÃOSC;CHAPECÓSC;1253
2000;VARGEÃOSC;CONCÓRDIASC;721
2000;VARGEÃOSC;CORDILHEIRA ALTASC;3382
2000;VARGEÃOSC;CURITIBANOSSC;8
2000;VARGEÃOSC;ERVAL VELHOSC;2
2000;VARGEÃOSC;FAXINAL DOS GUEDESSC;21226
2000;VARGEÃOSC;IPUMIRIMSC;903
2000;VARGEÃOSC;IRANISC;86
2000;VARGEÃOSC;IÇARASC;1
2000;VARGEÃOSC;JOAÇABASC;1501
2000;VARGEÃOSC;LAGESSC;3
2000;VARGEÃOSC;PASSOS MAIASC;1878
2000;VARGEÃOSC;PONTE SERRADASC;15773
2000;VARGEÃOSC;VARGEM BONITASC;349
2000;VARGEÃOSC;XANXERÊSC;11658
2000;VARGEÃOSC;XAXIMSC;2248
2000;VIDAL RAMOSSC;BOTUVERÁSC;3392
2000;VIDAL RAMOSSC;BRUSQUESC;2442
2000;VIDAL RAMOSSC;ITAJAÍSC;88
2000;VIDAL RAMOSSC;ITUPORANGASC;11251
2000;VIDAL RAMOSSC;LONTRASSC;67
2000;VIDAL RAMOSSC;PEDRAS GRANDESSC;62
2000;VIDAL RAMOSSC;PRESIDENTE NEREUSC;357
2000;VIDAL RAMOSSC;RIO DO SULSC;96
2000;VIDEIRASC;ALFREDO WAGNERSC;47
2000;VIDEIRASC;ARROIO TRINTASC;12800
2000;VIDEIRASC;BALNEÁRIO CAMBORIÚSC;380
2000;VIDEIRASC;BLUMENAUSC;751
2000;VIDEIRASC;BOM RETIROSC;59
2000;VIDEIRASC;BRUNÓPOLISSC;58
2000;VIDEIRASC;CAMPO ALEGRESC;71
2000;VIDEIRASC;CAMPOS NOVOSSC;2466
2000;VIDEIRASC;CAPINZALSC;882
2000;VIDEIRASC;CATANDUVASSC;402
2000;VIDEIRASC;CAÇADORSC;31074
2000;VIDEIRASC;CHAPECÓSC;1331
2000;VIDEIRASC;CONCÓRDIASC;1226
2000;VIDEIRASC;CORREIA PINTOSC;116
2000;VIDEIRASC;CURITIBANOSSC;1946
2000;VIDEIRASC;ERVAL VELHOSC;1298
2000;VIDEIRASC;FLORIANÓPOLISSC;2442
2000;VIDEIRASC;FRAIBURGOSC;75671
2000;VIDEIRASC;IBIAMSC;2018
2000;VIDEIRASC;IBICARÉSC;10021
2000;VIDEIRASC;IOMERÊSC;5427
2000;VIDEIRASC;IPIRASC;12
2000;VIDEIRASC;ITAJAÍSC;215
2000;VIDEIRASC;JABORÁSC;167
2000;VIDEIRASC;JOAÇABASC;15598
2000;VIDEIRASC;JOINVILLESC;428
2000;VIDEIRASC;LACERDÓPOLISSC;133
2000;VIDEIRASC;LAGESSC;5015
2000;VIDEIRASC;LEBON RÉGISSC;1589
2000;VIDEIRASC;LUZERNASC;1315
2000;VIDEIRASC;MAFRASC;230
2000;VIDEIRASC;MARAVILHASC;147
2000;VIDEIRASC;MATOS COSTASC;19
2000;VIDEIRASC;MONTE CARLOSC;1763
2000;VIDEIRASC;MONTE CASTELOSC;150
2000;VIDEIRASC;OUROSC;14
2000;VIDEIRASC;PAPANDUVASC;104
2000;VIDEIRASC;PINHALZINHOSC;129
2000;VIDEIRASC;PINHEIRO PRETOSC;24003
2000;VIDEIRASC;PIRATUBASC;399
2000;VIDEIRASC;PONTE ALTASC;116
2000;VIDEIRASC;PONTE SERRADASC;613
2000;VIDEIRASC;PORTO UNIÃOSC;74
2000;VIDEIRASC;RANCHO QUEIMADOSC;40
2000;VIDEIRASC;RIO DAS ANTASSC;52397
2000;VIDEIRASC;RIO DO SULSC;354
2000;VIDEIRASC;RIO DOS CEDROSSC;1704
2000;VIDEIRASC;RIO NEGRINHOSC;81
2000;VIDEIRASC;SALTO VELOSOSC;5970
2000;VIDEIRASC;SANTA CECÍLIASC;847
2000;VIDEIRASC;SANTO AMARO DA IMPERATRIZSC;29
2000;VIDEIRASC;SÃO BENTO DO SULSC;120
2000;VIDEIRASC;SÃO MIGUEL DO OESTESC;161
2000;VIDEIRASC;TANGARÁSC;33247
2000;VIDEIRASC;TIJUCASSC;82
2000;VIDEIRASC;TREZE TÍLIASSC;3939
2000;VIDEIRASC;XANXERÊSC;8274
2000;VIDEIRASC;XAXIMSC;193
2000;VIDEIRASC;ÁGUA DOCESC;1161
2000;VITOR MEIRELESSC;DONA EMMASC;153
2000;VITOR MEIRELESSC;IBIRAMASC;539
2000;VITOR MEIRELESSC;ITAIÓPOLISSC;34
2000;VITOR MEIRELESSC;JOSÉ BOITEUXSC;119
2000;VITOR MEIRELESSC;PRESIDENTE GETÚLIOSC;60
2000;VITOR MEIRELESSC;RIO DO CAMPOSC;35
2000;VITOR MEIRELESSC;WITMARSUMSC;106
